ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20160019066,50155,7802
T20160019080,307991,9392
T20160019082,43662,8531
T20160019090,91659,5557
T20160019120,57709,9515
T20160019132,307936,9367
T20160019176,49881,7707
T20160019278,53572,1191
T20160019280,36796,6629
T20160019306,29763,6735
T20160019307,64725,5170
T20160019317,63045,9053
T20160019331,1248,8779
T20160019365,39734,5271
T20160019428,42919,6379
T20160019431,55422,2365
T20160019470,46571,7223
T20160019473,600,5634
T20160019503,45130,9257
T20160019513,308073,8930
T20160019542,260,102903
T20160019563,627,5482
T20160019571,308156,3012
T20160019601,42157,6253
T20160019616,309249,5042
T20160019619,36796,6629
T20160019621,46085,1000
T20160019640,50129,7785
T20160019647,308159,9659
T20160019679,35714,9253
T20160019704,57528,5742
T20160019713,42674,6173
T20160019714,308256,7053
T20160019726,308808,8723
T20160019746,29386,9310
T20160019748,39715,5186
T20160019811,260,102903
T20160019825,37753,8690
T20160019854,46481,8887
T20160019923,277173,7076
T20160019940,46544,8975
T20160019942,37919,9285
T20160019969,46911,9543
T20160019988,43631,6666
T20160020034,57846,6573
T20160020055,308612,8997
T20160020081,41977,5929
T20160020087,41667,6027
T20160020124,309113,5505
T20160020134,48883,5621
T20160020161,44081,7155
T20160020187,316971,9285
T20160020201,309629,5838
T20160020204,234871,8854
T20160020289,35537,5881
T20160020296,713,6096
T20160020317,309120,8707
T20160020327,39741,5336
T20160020390,29435,8839
T20160020394,38993,5227
T20160020398,39802,5405
T20160020439,44220,8616
T20160020466,36083,9313
T20160020469,49826,7689
T20160020488,40874,5471
T20160020490,44516,8561
T20160020506,308692,6588
T20160020534,309017,9048
T20160020546,29870,9551
T20160020587,43634,6614
T20160020593,42819,6563
T20160020596,49689,7628
T20160020617,45763,8921
T20160020631,50224,7841
T20160020647,312727,5157
T20160020651,43081,6397
T20160020653,40905,5459
T20160020684,49240,2370
T20160020690,36138,6452
T20160020727,43053,9065
T20160020740,35860,6624
T20160020741,52690,2201
T20160020763,29796,8975
T20160020778,10592,1000
T20160020809,868,6542
T20160020815,308835,6202
T20160020820,44983,9234
T20160020852,44796,1381
T20160020883,36529,6475
T20160020926,49096,5028
T20160020942,37143,9550
T20160020958,309218,1000
T20160020962,38578,9566
T20160020967,43630,6719
T20160020969,46035,5098
T20160021005,29672,6065
T20160021008,46030,9700
T20160021049,50443,1378
T20160021067,29559,5327
T20160021085,587,5727
T20160021136,41883,5975
T20160021152,540,1019
T20160021155,309742,4021
T20160021207,228602,5636
T20160021261,52777,2292
T20160021281,52857,2363
T20160021321,309683,6755
T20160021322,38056,9111
T20160021349,43641,6730
T20160021362,39730,5176
T20160021376,54280,9537
T20160021427,61548,8729
T20160021475,309086,5228
T20160021493,50155,7802
T20160021526,29372,9309
T20160021551,273619,9354
T20160021619,234377,8721
T20160021687,29491,9092
T20160021704,37496,5148
T20160021734,34021,5747
T20160021802,278491,9756
T20160021848,35619,6506
T20160021870,43567,7053
T20160021872,70461,6461
T20160021892,254925,5745
T20160021904,52121,1176
T20160021910,45881,1030
T20160021972,38315,8764
T20160022035,930,6851
T20160022046,41116,9710
T20160022057,226313,8901
T20160022084,47289,5951
T20160022096,50129,7785
T20160022124,295553,9439
T20160022134,265817,5105
T20160022136,46791,8536
T20160022176,986,6708
T20160022215,252771,9510
T20160022217,44884,102004
T20160022276,65944,9481
T20160022281,54586,6316
T20160022289,41783,6003
T20160022352,55791,6354
T20160022359,66605,5461
T20160022393,890,6631
T20160022415,48468,5417
T20160022481,309590,102783
T20160022484,295553,9439
T20160022488,66265,9519
T20160022525,54331,9011
T20160022537,43655,6720
T20160022597,128,1020
T20160022605,732,5853
T20160022637,310660,2048
T20160022644,60649,8507
T20160022655,311508,5918
T20160022687,45650,9105
T20160022697,36083,9313
T20160022797,43143,6433
T20160022804,35428,5082
T20160022815,40689,5662
T20160022839,65379,9394
T20160022884,47700,6738
T20160022976,40894,5585
T20160022979,309760,5436
T20160023028,39578,5335
T20160023044,41559,5974
T20160023072,49935,7716
T20160023158,20794,1158
T20160023163,244728,8847
T20160023182,37753,8690
T20160023189,311442,9063
T20160023195,43431,6976
T20160023208,42746,6367
T20160023222,46911,9543
T20160023228,36189,8762
T20160023263,280692,7084
T20160023286,310016,8744
T20160023303,309960,9525
T20160023314,41364,6023
T20160023324,50186,7816
T20160023325,44459,7816
T20160023327,54800,9261
T20160023539,43632,6686
T20160023623,278486,9736
T20160023627,42658,6334
T20160023635,310052,5187
T20160023708,37697,5578
T20160023712,222523,5595
T20160023713,55706,4024
T20160023717,478,5278
T20160023743,934,6938
T20160023763,296062,9103
T20160023789,793,1000
T20160023789,793,6245
T20160023821,290975,9092
T20160023852,312311,3111
T20160023889,41896,5783
T20160023904,45763,8921
T20160023924,52838,2338
T20160023927,57548,5903
T20160023929,38056,9111
T20160023961,45879,6073
T20160024004,46257,5205
T20160024010,60259,4280
T20160024055,310328,5659
T20160024068,46554,8892
T20160024108,243217,9398
T20160024118,627,5482
T20160024173,54123,1025
T20160024196,58029,7812
T20160024213,930,6851
T20160024236,43053,9065
T20160024253,311182,9729
T20160024297,228078,2408
T20160024310,43095,6381
T20160024324,43259,6619
T20160024362,39255,101193
T20160024385,30011,8006
T20160024391,38206,8809
T20160024413,35627,6675
T20160024438,323032,8917
T20160024488,57489,5478
T20160024493,314090,7974
T20160024578,35993,9262
T20160024627,45885,6341
T20160024633,119,9612
T20160024638,46571,7223
T20160024660,42611,6247
T20160024690,73115,7112
T20160024708,299387,8974
T20160024744,37273,6696
T20160024805,119,9612
T20160024854,72905,7060
T20160024884,39920,8957
T20160024895,44382,9718
T20160024896,40926,5656
T20160024932,70649,6518
T20160024966,73844,7223
T20160024992,29816,9249
T20160025001,49689,7628
T20160025009,38670,9517
T20160025016,36210,9380
T20160025075,46840,5381
T20160025093,314143,100265
T20160025094,29754,8761
T20160025110,40925,5651
T20160025118,40914,5743
T20160025120,29860,6391
T20160025122,713,6096
T20160025127,127,8920
T20160025135,52069,1134
T20160025140,59041,102697
T20160025176,38545,9296
T20160025202,41843,5786
T20160025202,41843,5790
T20160025225,39339,5369
T20160025245,32012,5608
T20160025247,69466,6156
T20160025250,36869,8556
T20160025257,57542,5878
T20160025287,929,6871
T20160025311,44058,7194
T20160025319,54280,9537
T20160025330,311885,7064
T20160025362,68141,5777
T20160025377,35668,6736
T20160025423,48143,9381
T20160025435,35737,6772
T20160025542,36548,6642
T20160025547,35642,7050
T20160025551,40123,9694
T20160025600,29404,6679
T20160025616,36862,9577
T20160025713,329,5293
T20160025755,41985,6011
T20160025756,25256,6762
T20160025767,29700,6568
T20160025786,868,6542
T20160025847,38270,8717
T20160025854,45763,8921
T20160025883,21093,1190
T20160025896,56532,5963
T20160025920,311398,7529
T20160025941,42575,6322
T20160025948,272213,100686
T20160025983,49538,2432
T20160026033,41964,5902
T20160026034,40913,5745
T20160026051,230454,9643
T20160026080,51348,4022
T20160026095,29387,9521
T20160026110,311647,6193
T20160026131,41236,101222
T20160026133,68040,9701
T20160026236,22475,2216
T20160026319,37962,9095
T20160026348,45086,9284
T20160026381,35330,6598
T20160026444,53343,1026
T20160026489,239030,7852
T20160026499,52364,1065
T20160026517,44245,8587
T20160026520,37714,9585
T20160026534,234416,8834
T20160026546,29771,6947
T20160026573,39192,5187
T20160026618,222023,6541
T20160026638,43631,6666
T20160026654,46030,9700
T20160026659,274213,9263
T20160026748,311508,5918
T20160026786,478,5278
T20160026811,35625,6586
T20160026823,240343,9546
T20160026834,35407,9645
T20160026847,36984,8845
T20160026859,33698,5752
T20160026897,52836,2342
T20160026909,311931,7588
T20160026931,312615,4315
T20160026939,35465,5351
T20160026943,40734,5673
T20160026953,45879,6073
T20160026961,38688,9403
T20160026970,40909,5665
T20160026979,37833,9271
T20160027006,29491,9092
T20160027037,84,5298
T20160027083,46986,5025
T20160027110,50131,7784
T20160027116,37164,8622
T20160027145,312257,3037
T20160027171,37916,9285
T20160027187,311994,8808
T20160027224,45317,9109
T20160027228,50412,1345
T20160027259,53351,7981
T20160027306,56710,7944
T20160027323,313127,5457
T20160027375,32860,6553
T20160027385,128,1020
T20160027392,312135,102739
T20160027403,36817,6178
T20160027450,49662,7614
T20160027456,49240,2370
T20160027469,38578,9566
T20160027488,313673,7545
T20160027553,313202,9112
T20160027617,314157,6171
T20160027642,29746,6662
T20160027655,289584,6584
T20160027685,37583,9590
T20160027736,228894,1024
T20160027796,43655,6720
T20160027802,37241,9555
T20160027846,1318,9102
T20160027848,36739,6636
T20160027884,298352,6610
T20160027935,230571,8985
T20160027949,236960,9380
T20160027975,1323,8786
T20160027986,37297,9053
T20160028066,29566,5380
T20160028130,45881,1030
T20160028131,312442,3129
T20170000031,33698,5752
T20170000049,40734,5673
T20170000086,42085,9044
T20170000132,51639,4173
T20170000133,35784,7797
T20170000144,29794,6759
T20170000154,313103,101944
T20170000155,227971,9142
T20170000202,64054,102067
T20170000214,312612,5290
T20170000298,15139,2390
T20170000368,35451,8775
T20170000370,35304,9377
T20170000380,43632,6686
T20170000404,343,5292
T20170000436,32860,6553
T20170000443,312770,8798
T20170000451,35714,9253
T20170000465,53345,7998
T20170000480,36210,9380
T20170000544,30323,8539
T20170000645,49935,7716
T20170000661,36797,8600
T20170000662,50276,7901
T20170000683,49137,7690
T20170000732,41116,9710
T20170000736,302491,7157
T20170000749,41936,5879
T20170000754,42674,6173
T20170000790,46085,1000
T20170000834,39825,1018
T20170000876,291311,1313
T20170000915,282306,9601
T20170000923,30027,3105
T20170000942,282801,6606
T20170000943,37282,9450
T20170000944,52195,1204
T20170000946,312976,5637
T20170000976,40894,5585
T20170001050,313066,101502
T20170001064,42509,6341
T20170001082,43634,6614
T20170001097,57472,9530
T20170001121,36798,9583
T20170001173,35576,6283
T20170001197,43631,6666
T20170001210,42658,6334
T20170001213,37670,8749
T20170001218,29386,9310
T20170001300,241586,4309
T20170001332,57147,8564
T20170001343,50316,7928
T20170001361,41965,5900
T20170001364,280665,7936
T20170001404,534,5290
T20170001422,44786,8935
T20170001431,72946,1264
T20170001455,35451,8775
T20170001462,55889,7746
T20170001464,29378,5054
T20170001483,313422,5123
T20170001509,234871,8854
T20170001515,43896,6867
T20170001516,67575,5683
T20170001526,29887,1002
T20170001577,315090,3080
T20170001579,51143,3182
T20170001651,29748,6728
T20170001704,57290,3161
T20170001709,313368,101655
T20170001719,46824,7782
T20170001728,47812,5965
T20170001732,795,6148
T20170001734,313901,5563
T20170001771,278486,9736
T20170001789,43631,6666
T20170001795,47426,7149
T20170001809,254373,102904
T20170001815,313451,9402
T20170001825,313704,100074
T20170001838,291983,8921
T20170001922,47714,9694
T20170001958,316634,8002
T20170001961,50245,7861
T20170002020,305979,8636
T20170002036,29387,9521
T20170002091,327712,7105
T20170002135,29435,8839
T20170002161,49992,7731
T20170002183,793,1000
T20170002183,793,6245
T20170002199,266,8925
T20170002211,40373,5598
T20170002236,313682,100453
T20170002276,795,6148
T20170002315,55791,6354
T20170002334,43367,1022
T20170002344,42085,9044
T20170002358,57716,5936
T20170002397,309218,1000
T20170002403,53793,3107
T20170002472,33759,5868
T20170002530,57918,5823
T20170002561,60768,2315
T20170002604,42746,6367
T20170002622,51049,3131
T20170002633,36693,9363
T20170002639,46387,7716
T20170002642,35862,8808
T20170002667,306293,6573
T20170002678,50051,7749
T20170002686,369,9619
T20170002689,55855,4333
T20170002703,43270,6665
T20170002729,45033,9288
T20170002812,314417,9110
T20170002823,39785,5416
T20170002832,15435,7849
T20170002840,314024,9328
T20170002841,288590,6640
T20170002853,46350,100822
T20170002863,289584,6584
T20170002880,45461,9237
T20170002891,279300,5828
T20170002974,43441,6933
T20170002996,44220,8616
T20170002997,266135,7770
T20170003024,38256,5077
T20170003046,298015,9108
T20170003054,233735,6156
T20170003108,314906,9488
T20170003127,36214,9401
T20170003172,47857,5936
T20170003188,43259,6619
T20170003306,314207,5856
T20170003344,43662,8531
T20170003423,314280,8798
T20170003466,36997,101916
T20170003499,42746,6367
T20170003533,51864,4084
T20170003563,29372,9309
T20170003617,46695,6177
T20170003644,316105,5604
T20170003714,57741,9303
T20170003721,15485,1334
T20170003736,314719,2024
T20170003797,46792,9333
T20170003812,50253,7868
T20170003834,35526,5469
T20170003881,41466,5882
T20170003890,53374,7049
T20170003927,231516,6492
T20170004017,41625,6106
T20170004050,224920,5720
T20170004064,56710,7944
T20170004115,36221,9332
T20170004142,60590,4332
T20170004168,42744,6382
T20170004179,47705,1027
T20170004190,34021,5747
T20170004209,44513,8560
T20170004261,35646,8526
T20170004266,315075,101528
T20170004289,37618,102902
T20170004290,36653,6937
T20170004293,57753,2299
T20170004307,35714,9253
T20170004323,39129,5196
T20170004361,43675,8548
T20170004364,318499,9354
T20170004409,39060,5255
T20170004458,60003,4245
T20170004460,30032,2342
T20170004469,265817,5105
T20170004487,316517,2007
T20170004534,46085,1000
T20170004552,40123,9694
T20170004580,41841,5782
T20170004587,40894,5585
T20170004617,44465,7789
T20170004653,127,8920
T20170004667,37757,5504
T20170004685,43147,6436
T20170004722,315580,6018
T20170004729,49677,7619
T20170004759,56993,6727
T20170004770,282480,6445
T20170004791,29396,9434
T20170004798,43747,8756
T20170004809,296146,5858
T20170004862,286451,3041
T20170004870,41767,6005
T20170004913,39708,5248
T20170004914,41047,5531
T20170004986,46554,8892
T20170004996,34518,9090
T20170005048,46015,6407
T20170005055,29503,101154
T20170005107,15434,7840
T20170005128,39527,5352
T20170005153,45189,8807
T20170005155,239030,7852
T20170005168,148998,9562
T20170005230,279300,5828
T20170005261,315983,6255
T20170005310,35408,9657
T20170005313,53343,1026
T20170005316,244136,6553
T20170005330,54437,9260
T20170005383,239030,7852
T20170005402,233297,9077
T20170005404,53316,1194
T20170005426,29372,9309
T20170005427,304309,8681
T20170005462,793,1000
T20170005462,793,6245
T20170005501,37378,8769
T20170005515,36932,9528
T20170005553,46251,6591
T20170005580,44590,8882
T20170005582,37697,5578
T20170005598,35714,9253
T20170005613,35642,7050
T20170005619,225511,9665
T20170005626,221693,5292
T20170005633,318386,7750
T20170005642,316018,6595
T20170005653,44222,8626
T20170005663,314280,8798
T20170005688,46085,1000
T20170005702,231516,6492
T20170005713,43935,102895
T20170005724,331686,2297
T20170005738,43096,6363
T20170005742,38607,9464
T20170005786,317632,9562
T20170005789,263908,6170
T20170005800,810,9026
T20170005813,37702,5596
T20170005840,36420,9350
T20170005857,38688,9403
T20170005861,43152,6443
T20170005879,222615,9671
T20170005890,10592,1000
T20170005918,315460,7184
T20170006004,50016,7739
T20170006055,36208,9365
T20170006073,40376,5678
T20170006098,47542,9577
T20170006119,29503,101154
T20170006140,49243,2391
